-2.154,1.646
-2.154,1.646
-2.154,1.646
-2.154,1.646
-2.154,1.646
-2.154,1.646
-2.154,1.646
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-2.154,0.285
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-2.154
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-5.954,-3.515
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.954
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-6.268
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.525
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
-9.754,-5.754
